total_requests,successful_requests,failed_requests,success_rate,ttft_mean,ttft_median,ttft_p95,ttft_p99,total_time_mean,total_time_median,total_time_p95,total_time_p99,tokens_per_sec_mean,tokens_per_sec_median,tokens_per_sec_p95,total_tokens_generated,target,model,workload
60,60,0,100.0,0.22474371592203776,0.21497535705566406,0.31592226028442383,0.33373260498046875,17.284105086326598,11.108251452445984,38.46647310256958,40.992480993270874,8.207150499706099,7.6407823939566715,12.093817711413562,8394,localhost,Qwen/Qwen3-Coder-30B-A3B-Instruct,low-load
