request_id,timestamp,success,ttft,total_time,tokens_generated,tokens_per_sec,prompt_length,error,workload,model,target
1762761389726717,2025-11-10T07:56:44.080643,True,0.3216543197631836,14.353917837142944,92,6.409399931350869,19,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761390727321,2025-11-10T07:56:41.944440,True,0.2678999900817871,11.217114210128784,76,6.775361164761417,38,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761391729058,2025-11-10T07:57:04.766538,True,0.24577045440673828,33.037474632263184,277,8.384418091372273,13,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761392730081,2025-11-10T07:56:46.050826,True,0.22098970413208008,13.320739507675171,88,6.606239837457672,19,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761393731636,2025-11-10T07:56:41.944537,True,0.20987534523010254,8.212900638580322,55,6.696781371204714,38,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761394733488,2025-11-10T07:57:03.884565,True,0.1815049648284912,29.151071071624756,250,8.576014218679823,13,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761395735204,2025-11-10T07:56:50.663134,True,0.31592226028442383,14.927923440933228,96,6.430901148431834,19,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761396736390,2025-11-10T07:56:47.705830,True,0.2599344253540039,10.969425916671753,74,6.746023042785856,38,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761397737484,2025-11-10T07:57:03.554913,True,0.2297053337097168,25.817421674728394,227,8.792512391824197,13,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761398738639,2025-11-10T07:56:50.346577,True,0.23383045196533203,11.607926845550537,74,6.374954027933517,19,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761399740201,2025-11-10T07:56:48.113193,True,0.21301054954528809,8.372979640960693,56,6.688180600135164,38,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761400741613,2025-11-10T07:57:13.205809,True,0.21486783027648926,32.46419382095337,352,10.842714959790825,13,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761401742427,2025-11-10T07:56:53.987171,True,0.20155644416809082,12.24473762512207,88,7.186760769741092,19,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761402744399,2025-11-10T07:56:52.852006,True,0.31386804580688477,10.107604026794434,74,7.32122071698021,38,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761403745459,2025-11-10T07:57:14.055308,True,0.33373260498046875,30.3098464012146,354,11.679372944160292,13,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761404747249,2025-11-10T07:56:55.746655,True,0.2048635482788086,10.999388694763184,83,7.545873893838878,19,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761405749353,2025-11-10T07:56:55.863311,True,0.30122876167297363,10.113953113555908,80,7.909864629763272,38,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
1762761406749754,2025-11-10T07:57:12.624124,True,0.2889218330383301,25.874366521835327,299,11.555838468457749,13,,low-load,Qwen/Qwen3-Coder-30B-A3B-Instruct,localhost
